Source,company,Headline,Date
The Economic Times,TSLA,Tesla hit by arson again: Why Elon Musk’s EV company has been at the centre of attacks? Explained,"19 Mar, 2025, 05.51 PM IST"
The Economic Times,TSLA,'Musk will be going back': Trump hints at possible DOGE shutdown; Tesla CEO plans ‘exit’ by May,"01 Apr, 2025, 08.00 PM IST"
The Economic Times,TSLA,"Elon Musk juggles Tesla, Trump ties & stock woes as he attempts to rally the troops—Is it time for a new CEO?","21 Mar, 2025, 07.13 PM IST"
The Economic Times,TSLA,"Biggest day of action looms as ‘Tesla Takedown’ protesters escalate campaign against Elon Musk’s controversial policies; here are date, venues and what they plan to do","20 Mar, 2025, 07.26 PM IST"
The Economic Times,TSLA,"Dogequest leaks Tesla owners’ private data – FBI probes privacy breach as anti-Musk protests, vandalism, and security concerns escalate","19 Mar, 2025, 10.26 PM IST"
The Economic Times,TSLA,Was Elon Musk really a Tesla co-founder? How he became synonymous with the brand,"22 Mar, 2025, 04.55 PM IST"
The Economic Times,TSLA,"'You don’t have to burn it down': Elon Musk on backlash against Tesla, says 'it feels like Armageddon'","21 Mar, 2025, 04.23 PM IST"
The Economic Times,TSLA,Tesla's Elon Musk personally appeals to Trump to scrap tariffs: Report,"08 Apr, 2025, 10.57 AM IST"
The Economic Times,TSLA,Tesla’s original founders back new mini EV truck: Should Elon Musk be worried?,"26 Mar, 2025, 07.19 PM IST"
The Economic Times,TSLA,"‘Few Soros operatives in audience, say hi to George for me’: Musk heckled during Townhall speech","31 Mar, 2025, 10.39 PM IST"
The Economic Times,TSLA,Does Tesla need a new CEO? Calls grow for Elon Musk to resign as boss of EV giant amid concerns over ties to Donald Trump and leadership overload,"19 Mar, 2025, 09.22 PM IST"
The Economic Times,TSLA,'Tesla growth isn't slowing down': Startup founder says Tesla's service centers 'barely keeping up' with demand,"23 Mar, 2025, 12.59 PM IST"
The Economic Times,TSLA,"Attack on Tesla: Over 80 cars damaged overnight in Hamilton, Canada; Police investigate","21 Mar, 2025, 10.06 AM IST"
The Economic Times,TSLA,"Jeremy Clarkson takes swipe at Elon Musk Tesla’s declining sales, calls him ‘idiot’","26 Mar, 2025, 01.27 AM IST"
The Economic Times,TSLA,From rocket man to freefall: Elon Musk’s popularity plummets as polls show his approval rating falling through the floor; what’s driving the decline?,"26 Mar, 2025, 01.09 AM IST"
The Economic Times,TSLA,'Don't buy a Tesla': World's biggest Elon Musk protest with controversial sand image appears,"18 Mar, 2025, 09.55 PM IST"
The Economic Times,TSLA,"Elon Musk-hating hackers doxx every Tesla owner in the U.S., exposing names, addresses and phone numbers in massive anti-Musk cyberattack, if you own a Tesla do take note","20 Mar, 2025, 12.54 AM IST"
The Economic Times,TSLA,"Red flag or just business as usual? Tesla executives dump over $100 million in stock as shares plunge nearly 50% since December’s high, raising eyebrows on Wall Street","19 Mar, 2025, 09.52 PM IST"
The Economic Times,TSLA,Is Tesla-killer BYD chasing Elon Musk to India?,"27 Mar, 2025, 04.02 PM IST"
The Economic Times,TSLA,"Bizarre Tesla stock endorsement by Donald Trump’s commerce secretary Howard Lutnick; instead, shares plummet even further","20 Mar, 2025, 09.53 PM IST"
The Economic Times,TSLA,"Las Vegas police expose 'chilling' details of Tesla attack spree, suspect Paul Hyon Kim charged","28 Mar, 2025, 10.46 PM IST"
The Economic Times,TSLA,Tesla annual deliveries fall for first time as incentives fail to drum up demand,"03 Jan, 2025, 09.58 AM IST"
The Economic Times,TSLA,Will Elon Musk step down as Tesla CEO? Top investor Ross Gerber calls for his exit amid $800 billion value freefall since December,"21 Mar, 2025, 12.09 AM IST"
The Economic Times,TSLA,Tesla short sellers strike gold with $16.2 billion payout amid stock crash as BYD hits record high with world’s fastest EV recharging tech,"19 Mar, 2025, 08.08 PM IST"
The Economic Times,TSLA,What could happen on March 29 when Tesla Takedown protests are planned? Donald Trump is watching as some protesters could be sent to El Salvador's dreaded jail,"28 Mar, 2025, 03.24 AM IST"
The Economic Times,TSLA,Hurun Top Ten Global Billionaires: Trump’s top aide beats Jeff Bezos. Check who are the world's richest,"27 Mar, 2025, 01.45 PM IST"
The Economic Times,TSLA,"Top analyst Dan Ives sounds alarm, says Tesla’s crisis is here, urges Elon Musk to ditch DOGE and refocus on saving the brand","21 Mar, 2025, 11.12 PM IST"
The Economic Times,TSLA,‘We are looking for you’: Trump’s chilling warning over Tesla vandalism; warns of 20-year jail term,"21 Mar, 2025, 10.49 PM IST"
The Economic Times,TSLA,Will protesters get death penalty for smashing and setting fire to Tesla cars in the U.S? Here's what White House press secretary Karoline Leavitt says,"21 Mar, 2025, 07.26 PM IST"
The Economic Times,TSLA,"'Up to 20 years in jail for vandalising Teslas': Donald Trump revs ups warnings to attackers, 'financial backers'","21 Mar, 2025, 04.23 PM IST"
The Economic Times,TSLA,'Will go through hell': Trump's big warning to Tesla protestors amid violence at EV giant's dealerships,"12 Mar, 2025, 10.02 PM IST"
The Economic Times,TSLA,"India’s EV makers ready for Tesla challenge, says Nitin Gadkari","26 Mar, 2025, 04.48 PM IST"
The Economic Times,TSLA,"'Elon, I want to thank you': President Trump makes it official, sends big message amid anti-Tesla protests","28 Mar, 2025, 09.51 PM IST"
The Economic Times,TSLA,"Elon Musk’s Tesla recalls over 46,000 Cybertrucks: A look at its past call-backs","21 Mar, 2025, 12.15 AM IST"
The Economic Times,TSLA,Survey found 94% Germans won’t buy Tesla due to Elon Musk; then this happened,"20 Mar, 2025, 08.47 PM IST"
The Economic Times,TSLA,"Tim Walz taunts and mocks Elon Musk, says he boosts mood by looking at Tesla stock; world's richest man responds, sets social media on fire","20 Mar, 2025, 08.00 PM IST"
The Economic Times,TSLA,"Can Tesla weather the storm? Investor fears over Musk’s politics, falling sales & 2025 deliveries – Morgan Stanley survey","12 Mar, 2025, 11.44 PM IST"
The Economic Times,TSLA,This website allegedly exposed personal information about Tesla owners amid a wave of attacks. Check details,"20 Mar, 2025, 04.45 PM IST"
The Economic Times,TSLA,Did the Democrats crash Tesla or it self-drove to it? Elon Musk’s explosive rant blames politics for market freefall,"15 Mar, 2025, 06.11 PM IST"
The Economic Times,TSLA,It's so bad! Influencer who tried to impress Donald Trump with Rolex battered by market meltdown; tariffs wipe out $10 million of his wealth,"08 Apr, 2025, 10.02 PM IST"
The Economic Times,TSLA,"U.S. stock market today: Market rallies - Dow jumps 1,400 pts, Nasdaq up 3.6%, S&P 500 gains 3.4%; Apple, Tesla, Nvidia lead tech rally on easing trade fears and bullish sentiment — Is this the start of a sustained market comeback?","08 Apr, 2025, 08.41 PM IST"
The Economic Times,TSLA,"Tech stocks Tesla, Nvidia lead Wall Street's rebound with a rally of up to 8%","08 Apr, 2025, 08.00 PM IST"
The Economic Times,TSLA,FBI forms task force to investigate 'domestic terrorism' against Tesla,"25 Mar, 2025, 10.42 PM IST"
The Economic Times,TSLA,"Dark web site Dogequest resurfaces, escalates threats against Tesla owners","25 Mar, 2025, 09.44 PM IST"
The Economic Times,TSLA,When Elon Musk said recession is a good thing and that 'some bankruptcies need to happen',"08 Apr, 2025, 03.30 PM IST"
The Economic Times,TSLA,Another Tesla insider bails! Elon Musk ally James Murdoch dumps $13 million in Tesla stock as company suffers historic single-day plunge,"13 Mar, 2025, 01.24 AM IST"
The Economic Times,TSLA,"$100,000,000,000 loss in four months! World's wealthiest man Elon Musk becomes sixth-largest richest loser","08 Apr, 2025, 11.27 AM IST"
The Economic Times,TSLA,"Why is Tesla stock plummeting? 91% election rally gains erased, hits lowest level since November 2024","10 Mar, 2025, 11.08 PM IST"
The Economic Times,TSLA,Tesla's EU sales plunge 49% year-on-year in first two months of 2025: industry body,"25 Mar, 2025, 11.18 AM IST"
The Economic Times,TSLA,Anti-Tesla protests shake London—And a Musk insider’s ex-wife is behind it,"19 Mar, 2025, 08.15 PM IST"
The Economic Times,TSLA,The name is finally out: Major Democratic Party donor funnels $500K into anti-Tesla protests across U.S; who is she? Here's all about her,"19 Mar, 2025, 06.05 PM IST"
The Economic Times,TSLA,Even Elon Musk fans dash for the sidelines with Tesla in freefall,"12 Mar, 2025, 11.47 AM IST"
The Economic Times,TSLA,Tesla tailspin: Elon Musk co’s value halves,"12 Mar, 2025, 12.46 AM IST"
The Economic Times,TSLA,Tesla stock takes a 'charge' downward: Is Elon Musk's EV dream over?,"10 Mar, 2025, 04.31 PM IST"
The Economic Times,TSLA,"U.S. stock futures in freefall ahead of market open, will there be another mayhem today?","07 Apr, 2025, 05.55 PM IST"
The Economic Times,TSLA,"Charge at home, cabin for pets: Elon Musk showcases re-designed Tesla's new model Y. Check price, specifications","10 Mar, 2025, 03.24 PM IST"
The Economic Times,TSLA,"Tesla troubles, Trump's tariff and more: How richie rich Elon Musk lost billions in just a week","07 Apr, 2025, 03.26 PM IST"
The Economic Times,TSLA,World’s largest ‘Don’t buy a Tesla’ protest unfolds on Welsh beach with Elon Musk’s Nazi salute carved into the sand,"18 Mar, 2025, 09.27 PM IST"
The Economic Times,TSLA,"Tesla shares may be crashing, but Elon Musk’s $55.75 billion pay could still be on the table; here’s how he could pull it off","13 Mar, 2025, 08.16 PM IST"
The Economic Times,TSLA,This ecommerce major bagged maximum H-1B visas in 2024; Elon Musk's Tesla among top sponsors,"24 Mar, 2025, 10.57 AM IST"
The Economic Times,TSLA,'Elon Musk has got to go': Why are Tesla facilities being attacked worldwide? Know in 10 points,"10 Mar, 2025, 06.46 PM IST"
The Economic Times,TSLA,Wall Street tumbles on tariff worries; Nvidia and Tesla drop,"27 Mar, 2025, 07.14 AM IST"
The Economic Times,TSLA,"Jeff Bezos, Elon Musk, Mark Zuckerberg to attend Donald Trump's swearing-in","20 Jan, 2025, 10.52 AM IST"
The Economic Times,TSLA,Hang on to stock: Tesla CEO Elon Musk to staff,"22 Mar, 2025, 12.39 AM IST"
The Economic Times,TSLA,'I mean...': Elon Musk almost 'close to tears' in interview when asked about Tesla struggles. Watch video,"12 Mar, 2025, 02.51 PM IST"
The Economic Times,TSLA,"Tesla stock price drop on March 11, 2025: Why TSLA shares fell, Elon Musk’s response, and future outlook","11 Mar, 2025, 07.43 PM IST"
The Economic Times,TSLA,"Tesla owners jumping ship amid Elon Musk backlash are learning the hard way; resale prices aren’t what they hoped, here are more details if you own a Tesla","12 Mar, 2025, 10.09 PM IST"
The Economic Times,TSLA,"Tesla issues stark warning to Trump admin, says tariffs could devastate company as stock price nosedives","14 Mar, 2025, 08.15 PM IST"
The Economic Times,TSLA,"""I'll never give up"": Did Elon Musk cry in a TV interview over Tesla’s stock crash?","14 Mar, 2025, 03.14 PM IST"
The Economic Times,TSLA,"As Tesla tanks, Musk’s chosen board chair stands strong as a badass woman in business world","17 Mar, 2025, 05.06 PM IST"
The Economic Times,TSLA,Tesla Cybertruck explosion outside Trump International Hotel explained,"02 Jan, 2025, 08.21 PM IST"
The Economic Times,TSLA,"Vandalism, weak sales hit Tesla in Australia and New Zealand","12 Mar, 2025, 12.21 PM IST"
The Economic Times,TSLA,"After board chair, now Tesla's CFO Vaibhav Taneja sells $8 million worth of company's shares amid stock price volatility and market jitters","10 Mar, 2025, 08.32 PM IST"
The Economic Times,TSLA,"'Send Musk to Mars': As Tesla protests intensify, Elon's 'reminder' video gains traction online. Watch here","10 Mar, 2025, 05.48 PM IST"
The Economic Times,TSLA,Elon Musk’s genius trick question to spot liars in job interviews. Would you pass the test?,"22 Mar, 2025, 07.05 PM IST"
The Economic Times,TSLA,"Jimmy Kimmel faces backlash after he mocked Elon Musk and joked about Tesla vehicles being burnt, critics call for his ouster; has he dumped X with 11 million followers","22 Mar, 2025, 06.51 PM IST"
The Economic Times,TSLA,How Trump's efforts to help Musk's Tesla could hurt it,"11 Mar, 2025, 10.08 PM IST"
The Economic Times,TSLA,When push comes to Musk,"17 Mar, 2025, 06.58 AM IST"
The Economic Times,TSLA,Nightmare in the name of 'Elon Musk': Ex-pilot duped of ₹72 lakh in web of lies,"22 Mar, 2025, 11.00 AM IST"
The Economic Times,TSLA,"Potatoes, shrimp and Teslas: Exporters vie to shape Trump's tariffs","25 Mar, 2025, 10.02 AM IST"
The Economic Times,TSLA,Almost 50% wiped out in 50 days: Tesla shares crash under Trump’s second term,"11 Mar, 2025, 01.02 PM IST"
The Economic Times,TSLA,"Tesla’s 45% stock drop sparks panic, yet Wall Street bulls see opportunity in market shake-up","09 Mar, 2025, 02.12 AM IST"
The Economic Times,TSLA,"Coincidence or quid pro quo? After Donald Trump says he’ll buy a Tesla, reports surface of Elon Musk’s $100 million MAGA Super PAC donations","13 Mar, 2025, 02.32 AM IST"
The Economic Times,TSLA,Tesla warns it could face retaliatory tariffs,"14 Mar, 2025, 07.48 AM IST"
The Economic Times,TSLA,"New day, new problem: Tesla owners ditch EVs in record numbers as Elon Musk’s political ties with Donald Trump spark controversy","21 Mar, 2025, 07.36 PM IST"
The Economic Times,TSLA,"Hewlett Packard Enterprise secures $1 billion AI server deal for Elon Musk's X, Bloomberg News reports","11 Jan, 2025, 11.20 AM IST"
The Economic Times,TSLA,Has Donald Trump turned the White House into a Tesla showroom to save Elon Musk’s ‘baby’? President spotted browsing models with price sheet in hand,"12 Mar, 2025, 04.49 PM IST"
The Economic Times,TSLA,"'We are looking for you': Trump has a warning for people vandalising Teslas, says they will be thrown in jails for 20 years","21 Mar, 2025, 02.56 PM IST"
The Economic Times,TSLA,"Tesla, chip stocks Intel, Qualcomm tumble as China's retaliation stokes fears of widening trade war","04 Apr, 2025, 10.22 PM IST"
The Economic Times,TSLA,"Trump buys red Tesla Model S from Elon Musk, says he’s not allowed to drive it","12 Mar, 2025, 12.03 PM IST"
The Economic Times,TSLA,Home Depot charging parking fees in US? The truth behind viral claim will shock you,"04 Apr, 2025, 07.38 PM IST"
The Economic Times,TSLA,"Trump backs Musk’s govt role, says DOGE found ‘something horrible’, wants him to stay longer in govt","04 Apr, 2025, 04.31 PM IST"
The Economic Times,TSLA,"Trump drops nearly $90,000 on ‘beautiful’ red Tesla car he won’t drive; 'patriot' Elon Musk plays salesman","12 Mar, 2025, 11.54 AM IST"
The Economic Times,TSLA,"Trump's ally Elon Musk lost $100 billion, but Warren Buffett gained. What's he seeing that no one else is?","04 Apr, 2025, 02.59 PM IST"
The Economic Times,TSLA,"Elon Musk, Jeff Bezos among billionaires who lost $208 billion in one day after Trump tariffs","04 Apr, 2025, 08.22 AM IST"
The Economic Times,TSLA,"Tesla’s freefall costs Elon Musk his crown jewel, SpaceX overtakes as his most lucrative investment for the first time in 5 years as EV giant’s value tanks","20 Mar, 2025, 07.51 PM IST"
The Economic Times,TSLA,"As protesters rampage showrooms, Donald Trump declares support for Elon Musk in late-night rant, says he’s buying a Tesla, but is it just another headline stunt?","11 Mar, 2025, 09.30 PM IST"
The Economic Times,TSLA,"Tesla recalls over 46,000 Cybertrucks as trim detaching from vehicle","20 Mar, 2025, 04.44 PM IST"
The Economic Times,TSLA,Explosive White House leaks detail Elon Musk’s DOGE exit; here's the real reason why the Tesla CEO is stepping back from Trump administration,"04 Apr, 2025, 12.25 AM IST"
The Economic Times,TSLA,Elon Musk doing a great job! Donald Trump plans to buy a Tesla to save Musk's 'baby' as cos shares plummet,"11 Mar, 2025, 11.15 AM IST"
The Economic Times,TSLA,Coming soon: A cheaper Tesla Model Y made in China to take on Xiaomi's SU7 sedan,"14 Mar, 2025, 11.00 AM IST"
The Economic Times,TSLA,Explained: Why is Elon Musk's Tesla hit by series of arson attacks?,"19 Mar, 2025, 10.22 PM IST"
The Economic Times,TSLA,"Wall Street ends up, but Trump tariff speech sends futures lower","03 Apr, 2025, 07.20 AM IST"
The Economic Times,TSLA,"U.S. stock market today: Volatility surges as Trump’s tariff announcement sparks trade war fears, Dow Jones slips 0.27%, S&P 500 gains 0.31%, and global markets react – TTEC Holdings soars 59%, Vision Marine jumps 51%","02 Apr, 2025, 09.21 PM IST"
The Economic Times,TSLA,Elon Musk’s Tesla expected to report sales decline in Q1 report amid fall in vehicle deliveries,"02 Apr, 2025, 08.21 PM IST"
The Economic Times,TSLA,"India backs EV tariff cuts for Trump trade deal, defying autos lobby, sources say","02 Apr, 2025, 05.29 PM IST"
The Economic Times,TSLA,'Are you working remotely?': Tesla investors are challenging Elon Musk using his own words. Here's why,"04 Mar, 2025, 08.13 PM IST"
The Economic Times,TSLA,"Tesla under siege? After nationwide attacks on showrooms, here’s what police are investigation after Trump’s domestic terrorists charges","13 Mar, 2025, 01.00 AM IST"
The Economic Times,TSLA,What did Ratan Tata say about Elon Musk? Indian business icon’s wise advice might be the solution for tech mogul's Tesla struggles,"12 Mar, 2025, 11.59 PM IST"
The Economic Times,TSLA,Donald Trump’s speech notes or Tesla’s sales pitch: Here’s all that created buzz about White House event,"12 Mar, 2025, 08.25 PM IST"
The Economic Times,TSLA,"After falling sales, now Elon Musk faces another nightmare; Tesla halts Cybertruck deliveries as indestructible panels mysteriously fall off, sparking major build-quality concerns","18 Mar, 2025, 05.49 PM IST"
The Economic Times,TSLA,Tariffs trigger a plunge in market-cap for top firms,"02 Apr, 2025, 06.03 AM IST"
The Economic Times,TSLA,Elon Musk slams George Soros being awarded nation's highest civilian honour by US prez,"05 Jan, 2025, 05.59 PM IST"
The Economic Times,TSLA,"Elon Musk names philanthropist George Soros, LinkedIn's Reid Hoffman among culprits behind Tesla ‘protests’. Is there a plot to take down his empire?","12 Mar, 2025, 04.41 PM IST"
The Economic Times,TSLA,"US stock market today crashes but Elon Musk's Tesla, Nvidia share prices soar. Here's why","12 Mar, 2025, 12.28 AM IST"
The Economic Times,TSLA,Elon Musk can work only 130 days in his current role as DOGE head; what will he do after that? Here's what Donald Trump says,"01 Apr, 2025, 06.54 PM IST"
The Economic Times,TSLA,"'Petulant man-child’ Elon Musk sends $2.5 million in child support to Ashley St. Clair, says ‘I don’t know if the baby is mine, but...’","01 Apr, 2025, 11.52 AM IST"
The Economic Times,TSLA,"Should Elon Musk be worried, what is Tesla Takedown? A movement that is gaining ground in U.S and Europe","04 Mar, 2025, 08.53 PM IST"
The Economic Times,TSLA,The Chinese electric vehicle founder who wants in on Trump's America,"01 Apr, 2025, 09.16 AM IST"
The Economic Times,TSLA,"S&P 500 ends sharply higher, Nvidia and Tesla rally","25 Mar, 2025, 07.21 AM IST"
The Economic Times,TSLA,What happens when an Indian mom meets a futuristic Tesla? Internet calls it ‘pookie cybertruck’,"07 Mar, 2025, 08.31 PM IST"
The Economic Times,TSLA,Desperate times call for desperate measures: Tesla offers jaw-dropping incentives to lure buyers back amid struggles to keep sales momentum,"11 Mar, 2025, 01.05 AM IST"
The Economic Times,TSLA,LinkedIn co-founder Reid Hoffman fires back at Elon Musk over 'Tesla Protest' allegations. Is a tech billionaire feud brewing or is it just a tweet war?,"11 Mar, 2025, 12.16 AM IST"
The Economic Times,TSLA,Trump’s 25% Auto Tariffs: Which brands will be hit hardest? | Rising costs & insurance impact,"31 Mar, 2025, 11.57 PM IST"
The Economic Times,TSLA,Elon Musk accuses George Soros and LinkedIn co-founder Reid Hoffman of bankrolling anti-Tesla protests to undermine his empire,"10 Mar, 2025, 09.44 PM IST"
The Economic Times,TSLA,Tesla is flailing in China and the rapid rise of BYD is to blame,"10 Mar, 2025, 11.52 AM IST"
The Economic Times,TSLA,Elon Musk changes name on X on Tuesday; reverts to original name today,"02 Jan, 2025, 10.54 PM IST"
The Economic Times,TSLA,'Say Hi to George for me': Elon Musk laughs at protestors who disrupted him at Wisconsin rally,"31 Mar, 2025, 10.40 PM IST"
The Economic Times,TSLA,Elon Musk’s EXPLOSIVE claims at Wisconsin Rally: ‘20 mn beneficiaries are dead’,"31 Mar, 2025, 11.40 AM IST"
The Economic Times,TSLA,"Tesla suffers worst month since 2022, and it just so happens to coincide with Elon Musk’s first full month in the White House","04 Mar, 2025, 10.57 PM IST"
The Economic Times,TSLA,"Elon Musk beginning to feel the heat? Tesla’s cybertruck rolls into Mardi Gras parade, gets pelted with trash, and retreats in an embarrassing exit","06 Mar, 2025, 11.39 PM IST"
The Economic Times,TSLA,A new star in the AI constellation,"30 Mar, 2025, 10.24 PM IST"
The Economic Times,TSLA,Tech layoffs in 2024: The year that saw big tech job cuts surge,"02 Jan, 2025, 08.22 AM IST"
The Economic Times,TSLA,"Tesla sells 21,900 EVs in China in first week of December, the highest in Q4","11 Dec, 2024, 09.21 AM IST"
